Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
69593,sociedad,comercial,y,de,
entretencion,walung,spa,,,
69594,77.273.092-6,2025-07-24,,,
ITP,INGENIERIA,Y,,,
69595,77.367.727-1,2025-07-24,,,
69596,77.860.455-8,MI,CAMINO,SPA,2025-07-24
69597,77.249.374-6,HERMANOS,VALENCIA,2025-07-24,
69598,77.560.584-7,NSCOMPANY,SPA,2025-07-24,
69599,77.403.687-3,2025-07-24,,,
69600,76.844.078-6,FAMMAREL,SPA,2025-07-24,
DURAN,Y,ARANDA,,,
69601,76.631.670-0,2025-07-24,,,
69602,77.560.846-3,RC,SERVICES,SPA,2025-07-24
69603,77.271.706-7,2025-07-24,,,
69604,77.861.118-K,TRANSPORTES,JOH,SPA,2025-07-24
