Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
75.612.500-1,COMUNITARIA,FUNCIONAL,2025-07-24,,,
36953,77.540.825-1,2025-07-24,,,,
36954,76.060.256-6,GREENSYSTEMS,S.A.,2025-07-24,,
36955,76.218.919-4,2025-07-24,,,,
SOLUTIONS,CHILE,S.A.,,,,
36956,77.541.095-7,TIC,GLOBAL,SPA,2025-07-24,
36957,19.928.686-2,2025-07-24,,,,
ECOINGEN,Y,COMPANIA,,,,
36958,76.031.306-8,2025-07-24,,,,
36959,77.346.391-3,OPERACIONES,HOTELERAS,2025-07-24,,
TALLER,LABORAL,SANTA,,,,
36960,75.820.600-9,2025-07-24,,,,
36961,77.541.469-3,STEINBROT,SPA,2025-07-24,,
36962,76.219.376-0,2025-07-24,,,,
