Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.104.958-1,FRAJA,SPA,2025-07-24,,,
84174,76.941.209-3,CHAMIR,INGENIERIA,SPA,2025-07-24,
84175,78.016.838-2,YOYIS,COOKIES,SPA,2025-07-24,
ELOY,ASESORIA,Y,,,,
84176,77.973.888-4,SERVICIOS,EN,EVENTOS,2025-07-24,
84177,76.941.621-8,SERMABECK,SPA,2025-07-24,,
84178,78.016.991-5,PABLO,TEAO,PATE,E.I.R.,2025-07-24
84179,77.975.191-0,ECOFEM,SPA,2025-07-24,,
MAESTRANZA,FRIZ,Y,,,,
84180,78.105.067-9,2025-07-24,,,,
84181,78.016.993-1,2025-07-24,,,,
84182,77.950.842-0,2025-07-24,,,,
84183,78.105.501-8,CAPACITACIÓN,ECB,SPA,2025-07-24,
