Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9
SOCIEDAD,AGRÍCOLA,HUERTO,WILLINKO,SPA,2025-07-24,,,
75358,"GONZÁLEZ,",SALAS,Y,COMPAÑÍA,LIMITADA,2025-07-24,,
75359,TEA,FUNTOYS,SPA,2025-07-24,,,,
75360,TODO,SINERGIA,SPA,2025-07-24,,,,
75361,LIBRERIA,COMERCIAL,LIMITADA,2025-07-24,,,,
75362,THE,RANCH,SPA,2025-07-24,,,,
75363,ESETEM,INGENIERIA,SPA,2025-07-24,,,,
75365,EMPRESA,DE,ASEO,CORDILLERA,SPA,2025-07-24,,
75366,SERVICIOS,INDUSTRIALES,CLAUDIO,ROJAS,JORQUERA,E.I.,2025-07-24,
75367,CARPAS,Y,EVENTOS,AREVALO,SPA,2025-07-24,,
75368,FESOVA,MULTI-SERVICIOS,Y,CONTROL,DE,PLAGAS,SPA,2025-07-24
