Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
78.085.663-7,SABA,SPA,2025-07-24,,,,
99096,96.562.640-9,2025-07-24,,,,,
DISTRIBUIDORA,VIVANCO,S,A,,,,
99097,78.085.745-5,2025-07-24,,,,,
99098,96.564.300-1,R,D,T,SOCIEDAD,ANONIMA,2025-07-24
99099,78.085.776-5,2025-07-24,,,,,
PUIG,INGENIERIA,Y,TECNOLOGIA,,,,
99100,96.579.860-9,2025-07-24,,,,,
CHM,INGENIERÍA,Y,,,,,
99101,78.086.841-4,2025-07-24,,,,,
99102,96.594.730-2,PORTA,S.A.,2025-07-24,,,
99103,96.604.220-6,UNFER,S.A.,2025-07-24,,,
99104,78.086.889-9,ASTRO,RUTA,SPA,2025-07-24,,
SERVICIOS,DE,LIMPIEZA,Y,,,,
99105,78.086.977-1,MANTENCION,ANA,GUZMAN,E.I.R.,2025-07-24,
99106,78.087.122-9,HO,EQUIPOS,Y,SOLUCIONES,SPA,2025-07-24
