Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
38326,IMPORTADORA,HAVLA,Y,,,,
38327,76.049.488-7,2025-07-24,,,,,
INTEGRAL,Y,COMPANIA,,,,,
38328,77.686.972-4,RUKA,BAKERY,SPA,2025-07-24,,
38329,76.050.173-5,2025-07-24,,,,,
38330,76.775.548-1,construccion,Andres,2025-07-24,,,
38331,76.050.216-2,2025-07-24,,,,,
38332,76.775.581-3,2025-07-24,,,,,
PROYECTOS,IT,SPA,,,,,
38333,71.992.600-2,APOYO,A,LA,NINEZ,Y,2025-07-24
JUVENTUD,EN,RIESGO,SO,,,,
38334,76.051.861-1,2025-07-24,,,,,
38335,76.050.335-5,2025-07-24,,,,,
