Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
101166,VILLALOBOS,RAMIREZ,,,,
101167,78.072.759-4,GRUPO,FPS,SPA,2025-07-24,
101168,78.073.211-3,2025-07-24,,,,
101169,78.073.428-0,DOLIC,SPA,2025-07-24,,
101170,78.073.660-7,PIZARRO,Y,COMPANIA,2025-07-24,
101171,78.074.179-1,2025-07-24,,,,
101172,78.074.362-K,GASTRONOMICA,2025-07-24,,,
HACIENDA,JUAREZ,SPA,,,,
101173,78.074.706-4,SOTÓ,BRAND,SPA,2025-07-24,
101174,78.074.921-0,VALESKA,SALAZAR,SPA,2025-07-24,
MÚSICA,EN,VIVO,PARA,,,
101175,78.076.643-3,EVENTOS,CONSTANZA,2025-07-24,,
DONOSO,CASTRO,E.I.R.L.,,,,
101176,78.077.269-7,2025-07-24,,,,
