Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
74058,COMERCIAL,PATRICIO,,,,
HARAMBOUR,Y,COMPANIA,,,,
74059,77.026.808-7,2025-07-24,,,,
74060,77.512.285-4,PODIUM,CHILE,SPA,2025-07-24,
74061,77.489.103-K,CONSTRUCTORA,MABA,SPA,2025-07-24,
74062,77.583.228-2,THINK,SPA,2025-07-24,,
74063,76.859.781-2,RAMIREZ,CORDERO,SPA,2025-07-24,
74064,77.512.596-9,ASESORIAS,ERIC,IVAN,2025-07-24,
VIRJILI,OLIVARES,E.I.R.L.,,,,
VIDRIERÍA,LANDA,NOEL,,,,
74065,77.489.195-1,2025-07-24,,,,
ROJAS,Y,PRADO,EXAMENES,,,
74066,76.477.455-8,2025-07-24,,,,
MEDICOS,A,DOMICILIO,SPA,,,
74067,77.583.543-5,BUSES,CALDERA,SPA,2025-07-24,
74068,77.007.095-3,2025-07-24,,,,
