Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
104724,77.321.152-3,CRISTIAN,ESTEBAN,2025-07-24,,,
GATICA,ROJAS,E.I.R.L.,,,,,
104725,77.321.259-7,CONSTRUCCIÓN,SDM,2025-07-24,,,
104726,77.321.508-1,2025-07-24,,,,,
104727,77.322.433-1,J,Y,F,INGENIERÍA,SPA,2025-07-24
104728,77.322.616-4,DESTILADOS,DEL,2025-07-24,,,
104729,77.322.631-8,SEVEN,ELEVEN,SPA,2025-07-24,,
104730,77.322.965-1,VALPOOL,SPA,2025-07-24,,,
104731,77.323.078-1,2025-07-24,,,,,
PLUSS,SERVICE,SPA,,,,,
104732,77.323.492-2,NEW,TRANSFER,SPA,2025-07-24,,
VICTOR,VARELA,AVILA,,,,,
EMPRESA,INDIVIDUAL,DE,,,,,
104733,77.323.546-5,2025-07-24,,,,,
104734,77.323.716-6,PEKA,SPA,2025-07-24,,,
