Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
99259,COMERCIAL,DELFIN,BLANCO,,,
99260,99.533.780-0,AMINORTE,S.A.,2025-07-24,,
CONTRUCCIONES,Y,SERVICIOS,,,,
99261,78.117.914-0,2025-07-24,,,,
99262,78.118.081-5,PROVESA,SPA,2025-07-24,,
ASESORÍAS,TÉCNICAS,DARÍO,,,,
99263,78.118.244-3,2025-07-24,,,,
ISAAC,PADILLA,TURRA,E.I.R.L.,,,
99264,78.118.283-4,RORAYMA,LISOVIETH,2025-07-24,,
HERNANDEZ,VILLARROEL,E.I.R.L.,,,,
99265,78.118.857-3,ENRIQUE,GUTIÉRREZ,RAMÍREZ,E.I.,2025-07-24
SERVICIOS,DE,"ADMINISTRACION,",,,,
99266,78.119.126-4,ASEO,Y,MANTENCION,EDISERVICE,2025-07-24
99267,99.537.600-8,HOT,EXPRESS,S,A,2025-07-24
99268,78.119.713-0,GUSANTO,SPA,2025-07-24,,
99269,99.538.350-0,DIMENSION,SOCIEDAD,ANONIMA,2025-07-24,
