Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.912.649-8,COMERCIAL,BAY,SPA,2025-07-24,,
70783,77.408.515-7,VENTA,STORE,CHILE,SPA,2025-07-24
70784,77.461.337-4,PRISMUR,LIMITADA,2025-07-24,,
70785,76.329.215-0,LAGO,YELCHO,LTDA,2025-07-24,
70786,77.420.560-8,AUDIOVISUALES,SONO,2025-07-24,,
70787,77.461.539-3,MARCELA,XIMENA,LOPEZ,2025-07-24,
70788,77.313.758-7,TELE2WEB,SPA,2025-07-24,,
SOCIEDAD,PREGO,CAFÉ,,,,
70789,76.896.902-7,2025-07-24,,,,
70790,77.318.703-7,DIAZ,AUTOMOTRIZ,SPA,2025-07-24,
70791,77.913.150-5,2025-07-24,,,,
70792,77.340.341-4,2025-07-24,,,,
COMERCIO,KAIZEN,SPA,,,,
