Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.654.841-3,JAM,SERVISEP,SPA,2025-07-24,,,
64438,76.711.611-K,2025-07-24,,,,,
64439,77.035.813-2,ENABLE,SPA,2025-07-24,,,
64440,77.123.334-1,2025-07-24,,,,,
Eco,entertainment,Store,,,,,
64441,77.144.049-5,2025-07-24,,,,,
64442,76.344.714-6,2025-07-24,,,,,
64443,77.310.956-7,C,Y,D,REPUESTOS,SPA,2025-07-24
64444,77.045.002-0,INDUSTRIAL,PROCAMIN,2025-07-24,,,
64445,77.125.773-9,OCHOA,PINTURAS,SPA,2025-07-24,,
64446,76.596.306-0,2025-07-24,,,,,
64447,77.311.302-5,2025-07-24,,,,,
