Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9
CAFE,AL,PASO,LUIS,DAVID,ARAVENA,MANQUECOY,E.I.R.L.,2025-07-24
75429,CONSTRUCTORA,L&S,SPA,2025-07-24,,,,
75430,CONSTRUCTORA,ELIAS,ALEXANDER,GALEA,OLIVARES,E.I.R.,2025-07-24,
75431,AUDIOMAN,SPA,2025-07-24,,,,,
75432,MAIPU,COMUNICACIONES,INTEGRALES,LIMITADA,2025-07-24,,,
75433,EVENTOS,KACHILUPI,SPA,2025-07-24,,,,
75434,INTER-CONNECT,SPA,2025-07-24,,,,,
77.565.400-,ASISTENCIA,TECNICA,Y,CONSULTORA,VISION,INGENIEROS,,
7,ASOCIADOS,LIMITAD,,,,,,
75436,INGENIERIA,Y,CONSTRUCCION,MEXSURA,LIMITADA,2025-07-24,,
75437,REPUESTOS,H,Y,E,SPA,2025-07-24,,
75438,CRISCOMER,SPA,2025-07-24,,,,,
75439,ELABORACIÓN,DE,ALIMENTOS,Y,COMERCIALIZACIÓN,DE,PRO,2025-07-24
