Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.691.565-3,CANDEL,SPA,2025-07-24,,
38446,77.692.021-5,GONZALEZ,FONSECA,E.I.,2025-07-24
38447,77.692.330-3,DINECOM,LTDA.,2025-07-24,
38448,77.662.624-4,FEDERAL,ACCESS,SPA,2025-07-24
38449,77.663.707-6,CONSTRUCTORA,2025-07-24,,
38450,77.692.547-0,2025-07-24,,,
38451,76.783.261-3,CERTIFICACIÓN,Y,2025-07-24,
38452,76.784.382-8,ARTURO,DEL,CARMEN,2025-07-24
VASQUEZ,CID,E.I.R.L.,,,
38453,77.664.438-2,2025-07-24,,,
38454,77.692.558-6,CARNICERIA,PUREN,SPA,2025-07-24
38455,77.664.492-7,2025-07-24,,,
