Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.424.574-1,Transportes,Huar,Ltda,2025-07-24,,
103088,76.425.298-5,2025-07-24,,,,
103089,76.425.500-3,2025-07-24,,,,
VALDES,CHAMORRO,EIRL,,,,
103090,76.425.563-1,2025-07-24,,,,
103091,76.425.678-6,2025-07-24,,,,
I,+,Arquitectura,Gestión,y,,
103092,76.426.803-2,2025-07-24,,,,
Ejecución,de,Proyectos,,,,
Genset,Energy,Solutions,,,,
103093,76.426.817-2,2025-07-24,,,,
103094,76.426.886-5,INVERSIONES,2025-07-24,,,
LUIS,ALFREDO,YÉVENES,,,,
DE,CARGA,",COMPRA",Y,,,
103095,76.427.032-0,2025-07-24,,,,
VENTA,DE,PRODUCTOS,,,,
HYDRO,INGENIERIA,Y,,,,
103096,76.427.264-1,2025-07-24,,,,
