Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.977.551-K,PODAS,CHILE,SPA,2025-07-24,,
73098,77.431.658-2,2025-07-24,,,,
73099,77.466.491-2,2025-07-24,,,,
73100,77.705.428-7,2025-07-24,,,,
73101,76.820.321-0,LL,CONSULTING,LIMITADA,2025-07-24,
73102,77.432.241-8,CREACIONES,Y,CLIMA,2025-07-24,
EQUIPOS,MÉDICOS,Y,,,,
73103,77.522.534-3,2025-07-24,,,,
soc.,com.,hernandez,y,,,
73104,76.434.536-3,2025-07-24,,,,
73105,77.424.764-5,2025-07-24,,,,
73106,76.977.836-5,IMPACTO,EMPRENDE,SPA,2025-07-24,
73107,77.522.965-9,PEDISGOLD,SPA,2025-07-24,,
