Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.928.338-0,MISIVI,SPA,2025-07-24,,
83526,77.897.944-6,ADD,VALUM,SPA,2025-07-24
83527,77.938.845-K,2025-07-24,,,
83528,77.928.569-3,2025-07-24,,,
83529,77.442.147-5,INNOVEMOS,SPA,2025-07-24,
83530,77.948.739-3,2025-07-24,,,
83531,77.442.670-1,AUDITORES,DE,2025-07-24,
83532,77.985.981-9,CATPRINT,SPA,2025-07-24,
AR,INGENIERIA,Y,,,
83533,78.076.006-0,2025-07-24,,,
83534,77.986.444-8,2025-07-24,,,
83535,77.949.591-4,2025-07-24,,,
83536,78.076.109-1,2025-07-24,,,
