Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.993.664-3,ANDRES,CACERES,2025-07-24,,,
106066,77.993.732-1,JAZUSOFT,SPA,2025-07-24,,
106067,77.993.974-K,DAKER,SPA,2025-07-24,,
106068,77.994.257-0,BANQUETERIA,ROMINA,2025-07-24,,
OROS,BLANCO,E.I.R.L.,,,,
106069,77.994.345-3,PYNET,SPA,2025-07-24,,
106070,77.994.733-5,RADAR,815,SPA,2025-07-24,
106071,77.995.116-2,VIRACAR,SPA,2025-07-24,,
106072,77.995.126-K,PABLO,PARRA,2025-07-24,,
106073,77.995.247-9,LAUDOLI,SPA,2025-07-24,,
106074,77.995.317-3,PHARADAI,SPA,2025-07-24,,
106075,77.995.402-1,INGSOLAR,SPA,2025-07-24,,
