Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
106228,SULIAGER,TECHNOLOGY,,,,
106229,78.052.448-0,2025-07-24,,,,
JARA,Y,COMPAÑIA,SPA,,,
106230,78.054.608-5,DE,HL,CALEFACCIÓN,SPA,2025-07-24
106231,78.054.944-0,2025-07-24,,,,
Y,SEGURIDAD,SPA,,,,
106232,78.056.522-5,PYC,STYLE,SPA,2025-07-24,
106233,78.056.682-5,2025-07-24,,,,
KS,CONSTRUCTORA,E,,,,
106234,78.056.707-4,INSPECCION,DE,OBRAS,2025-07-24,
106235,78.057.284-1,SOS,TENIBLE,SPA,2025-07-24,
106236,78.057.388-0,NEUMASAN,SPA,2025-07-24,,
CATERING,NUÑEZ,SALAS,,,,
106237,78.058.398-3,2025-07-24,,,,
106238,78.058.928-0,BUINCITY,SPA,2025-07-24,,
