Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.982.545-0,"SEGURIDAD,",CLAUDIO,2025-07-24,,,
MUÑOZ,ACUÑA,E.I.R.L.,,,,
94822,77.707.976-K,INVERSIONES,COES,SPA,2025-07-24,
94823,77.707.988-3,INGENIERÍA,OJEDA,SPA,2025-07-24,
94824,77.708.620-0,DIÁLISIS,EHRLICH,2025-07-24,,
94825,77.709.078-K,2025-07-24,,,,
PASTEN,ANGEL,E.I.R.L.,,,,
94826,77.709.516-1,COMERCIALIZADORA,2025-07-24,,,
94827,77.982.727-5,ANDREA,ALFARO,DEL,2025-07-24,
JARA,Y,VIDELA,,,,
94828,77.709.604-4,2025-07-24,,,,
94829,77.709.988-4,INGENIERIA,RCI,LIMITADA,2025-07-24,
94830,77.983.469-7,MEDSALE,SPA,2025-07-24,,
94831,77.710.573-6,JMORENOAZA,SPA,2025-07-24,,
