Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
98034,COMERCIALIZADORA,DE,,,,
INSUMOS,DEL,LAGO,SPA,,,
98035,77.842.437-1,MFT,PRODUCCIONES,SPA,2025-07-24,
98036,77.842.629-3,2025-07-24,,,,
ARIDOS,PUERTO,NUEVO,,,,
98037,77.842.815-6,2025-07-24,,,,
ICCOS,INGENIERIA,Y,,,,
98038,77.843.203-K,2025-07-24,,,,
98039,78.171.674-K,CENTRO,ESCENALAB,SPA,2025-07-24,
98040,78.173.288-5,2025-07-24,,,,
MELLADO,RAMÍREZ,E.I.R.L.,,,,
98041,77.843.619-1,2025-07-24,,,,
98042,78.173.485-3,2025-07-24,,,,
98043,77.843.665-5,2025-07-24,,,,
SOCIEDAD,COMERCIAL,E,,,,
98044,78.173.650-3,INDUSTRIAL,SAVAGS,2025-07-24,,
