Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.522.478-9,LA,MINGA,GOURMET,SPA,2025-07-24
74258,77.502.861-0,INVERSIONES,BERCA,SPA,2025-07-24
MODA,Y,CONFECCIONES,,,
74259,77.595.732-8,2025-07-24,,,
SOCIEDAD,PRODUCTORA,DE,,,
74260,77.739.335-9,2025-07-24,,,
EVENTOS,COUGAR,LIMITADA,,,
PREVENCIÓN,DE,RIESGOS,,,
LABORALES,ASESORÍA,DE,,,
74261,77.481.735-2,CAPACITACIÓN,Y,2025-07-24,
74262,77.035.679-2,SOPORTE,REDES,SPA,2025-07-24
74263,77.567.017-7,PERFORACIONES,CHILE,SPA,2025-07-24
74264,77.014.701-8,DIARGO,SPA,2025-07-24,
74265,77.481.872-3,ALIMENTOS,TAMARA,2025-07-24,
CAPACITACIÓN,ASESORÍAS,Y,,,
74266,77.035.902-3,SERVICIOS,DE,ENFERMERÍA,2025-07-24
