Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.882.794-K,SERVICIOS,INTEGRALES,2025-07-24,,,
74498,78.062.849-9,FLORA,NATIVA,SPA,2025-07-24,
74499,77.488.802-0,ROAPP,SPA,2025-07-24,,
74500,77.518.201-6,BORDAR,TEMUCO,SPA,2025-07-24,
INGENIERIA,E,INFORMATICA,,,,
74501,76.882.864-4,2025-07-24,,,,
74502,78.064.634-9,2025-07-24,,,,
GESTORES,PARA,LA,,,,
REDUCCIÓN,DEL,RIESGO,DE,,,
74503,77.602.718-9,2025-07-24,,,,
74504,77.518.218-0,EMMYE,SPA,2025-07-24,,
74505,76.883.241-2,ODOOCOOP,SPA,2025-07-24,,
74506,77.533.175-5,2025-07-24,,,,
HILDE,MARDONES,ROJAS,E.I.,,,
74507,77.022.052-1,2025-07-24,,,,
