Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76.953.215-3,GMC,INGENIERÍA,SPA.,2025-07-24,
72461,77.495.140-7,INGEPINT,2025-07-24,,
72462,77.508.101-5,SERVI,MAC,SPA,2025-07-24
72463,76.953.671-K,STRATEGIC,PARTNERS,2025-07-24,
72464,77.973.069-7,Y,CONSTRUCCIÓN,MEFI,2025-07-24
72465,77.495.167-9,RR,MED,SPA,2025-07-24
72466,77.433.211-1,2025-07-24,,,
DE,AYSEN,SPA,,,
72467,76.953.892-5,TRANSPORTES,Y,2025-07-24,
72468,77.973.333-5,SOLARE,SPA,2025-07-24,
72469,76.977.695-8,CONSTRUCCION,ANDRES,2025-07-24,
AVELINO,CALCINA,YUC,,,
72470,77.393.864-4,ELMES,SPA,2025-07-24,
