Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
37987,SOCIEDAD,HERRERO,Y,,,
37988,77.650.697-4,2025-07-24,,,,
MANTENCIONES,EM,SPA,,,,
37989,76.732.310-7,2025-07-24,,,,
37990,77.408.728-1,ELIMET,SPA,2025-07-24,,
37991,77.652.858-7,ACTIVA,MEDICAL,SPA,2025-07-24,
37992,77.638.292-2,GASEMIL,SPA,2025-07-24,,
37993,77.409.001-0,2025-07-24,,,,
MANUEL,SOTO,SOTO,E.I.,,,
37994,76.733.131-2,NETMETRIX,SPA,2025-07-24,,
37995,77.638.587-5,APOLA,POWER,SPA,2025-07-24,
37996,77.654.234-2,ETHER,TECNO,SPA,2025-07-24,
37997,77.409.419-9,KHRONOS,MEDICAL,2025-07-24,,
