Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.552.994-6,COMERCIALIZADORA,2025-07-24,,,,
barraca,ferreteria,Williams,,,,
37456,76.601.219-1,2025-07-24,,,,
37457,77.573.621-6,2025-07-24,,,,
MONTES,DE,OCA,SPA,,,
CONSTRUCCION,FREDY,J.,,,,
37458,76.601.468-2,2025-07-24,,,,
ESPINOZA,MENDOZA,E.I.R.,,,,
37459,77.574.302-6,MARYCE,ÁRIDOS,SPA,2025-07-24,
37460,76.601.867-K,2025-07-24,,,,
37461,77.574.465-0,CLIMATEX,SPA,2025-07-24,,
37462,76.602.458-0,2025-07-24,,,,
37463,77.574.813-3,FERREMONTAJES,SPA,2025-07-24,,
37464,76.602.609-5,2025-07-24,,,,
37465,77.553.429-K,2025-07-24,,,,
"MUEBLES,",LUIS,VALERO,,,,
