Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
SMCH,SOSTENIBILIDAD,Y,,,
78.049.866-8,MANTENIMIENTO,2025-07-24,,,
95132,78.050.271-1,GRUPO,KAWILL,SPA,2025-07-24
95133,78.050.806-K,2025-07-24,,,
95134,78.051.409-4,A&N,WORDWEAR,SPA,2025-07-24
95135,78.051.417-5,KAMAF,SPA,2025-07-24,
95136,78.051.591-0,INSUMED,CHILE,SPA,2025-07-24
95137,78.052.665-3,2025-07-24,,,
TECNICOS,Y,LOGISTICOS,,,
95138,78.052.855-9,VAB,PRODUCCIONES,SPA,2025-07-24
RC,MINING,SERVICES,,,
95139,78.053.547-4,2025-07-24,,,
95140,78.053.799-K,FAST,POINT,SPA,2025-07-24
95141,78.054.417-1,DAFE,SPA,2025-07-24,
