Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.093.021-7,BOSQUES,VALENZUELA,SPA,2025-07-24,
CONFECCIONES,Y,BORDADOS,,,
99132,78.093.106-K,2025-07-24,,,
FARMACEUTICA,SANTIAGO,DOS,,,
99133,96.659.370-9,2025-07-24,,,
99134,78.093.110-8,2025-07-24,,,
99135,96.661.820-5,COMERCIAL,COPELEC,"S,A.",2025-07-24
99136,78.094.111-1,EVOLAB,CONSULTING,SPA,2025-07-24
99137,78.094.342-4,HEAD,GLASS,SPA,2025-07-24
MOVIMIENTO,DE,TIERRA,DEL,,
99138,78.095.275-K,2025-07-24,,,
NORTE,EMMA,SPA,,,
99139,96.669.370-3,Payelec,S.A.,2025-07-24,
SERVICIO,DE,ALIMENTACION,,,
99140,96.676.920-3,2025-07-24,,,
REGION,DE,LOS,LAGOS,S,A
99141,78.095.757-3,ABRE,VIA,SPA,2025-07-24
CENTRO,DE,ESPECIALIDADES,,,
99142,96.680.980-9,2025-07-24,,,
MEDICAS,DEL,ELQUI,SPA,,
