Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
VENTAS,DE,REPUESTOS,,,,
95402,Y,SERVICIOS,DE,,,
95403,78.112.072-3,CONSTRUCTORA,1960,2025-07-24,,
95404,78.112.422-2,INVERSIONES,ALL,2025-07-24,,
JV,SOLUCIONES,VIALES,,,,
95405,78.113.004-4,2025-07-24,,,,
95406,78.113.517-8,ALEX,ALFONSO,2025-07-24,,
SANTANA,MEDINA,E.I.R.L.,,,,
95407,78.114.232-8,2025-07-24,,,,
95408,78.115.342-7,2025-07-24,,,,
NEURO,Y,TERAPIA,,,,
95409,78.116.970-6,2025-07-24,,,,
95410,78.117.069-0,DETERMINISTIC,SPA,2025-07-24,,
95411,78.117.717-2,CONSTRUCCIONES,PATNI,2025-07-24,,
