Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.085.737-6,VIDRIOS,Y,REPUESTOS,2025-07-24,,
MyM,Servicios,Graficos,S.,,,
63431,96.755.380-8,2025-07-24,,,,
63432,77.608.758-0,MIDELCAST,SPA,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
63433,77.267.431-7,AGRICOLA,SANTA,CRUZ,2025-07-24,
BENAVIDES,JOFRE,E,,,,
63434,76.299.056-3,2025-07-24,,,,
63435,77.609.358-0,ESPIFEL,SPA,2025-07-24,,
PROYECTOS,Y,EQUIPOS,,,,
63436,79.745.670-5,2025-07-24,,,,
63437,76.542.443-7,2025-07-24,,,,
63438,77.089.704-1,2025-07-24,,,,
ARTICULOS,DE,"ASEO,",,,,
ABARROTES,Y,LIBRER,,,,
63439,77.095.401-0,2025-07-24,,,,
Great,English,Language,,,,
63440,76.542.969-2,2025-07-24,,,,
