Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9,Campo_10,Campo_11
Documento,generado,el,25,de,Julio,del,2025,a,las,02:00:08
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,,,,
39001,76.288.682-0,2025-07-24,,,,,,,,
39002,77.720.273-1,RIO,ARRIBA,SPA,2025-07-24,,,,,
39003,76.290.348-2,2025-07-24,,,,,,,,
39004,77.693.459-3,2025-07-24,,,,,,,,
39005,77.721.348-2,2025-07-24,,,,,,,,
39006,77.501.530-6,Alba,Ambiente,S.A,2025-07-24,,,,,
39007,76.290.531-0,2025-07-24,,,,,,,,
39008,77.502.897-1,2025-07-24,,,,,,,,
39009,76.819.938-8,INCIDES,SPA,2025-07-24,,,,,,
39010,77.694.185-9,2025-07-24,,,,,,,,
