Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
KLCE,SPA,2025-07-24,,,,,
75085,"AGRICOLA,",FORESTAL,Y,GANADERA,CURACO,SPA,2025-07-24
75086,TOMAS,VERDE,SPA,2025-07-24,,,
75087,HIDROLIMP,SPA,2025-07-24,,,,
75088,PRODUCTORA,NATAN,SPA,2025-07-24,,,
75089,SEGURIDAD,Y,ELECTRÓNICA,LIMITADA,2025-07-24,,
78.091.495-,EMPRESA,DE,TRANSPORTE,"""",LOS,"NARANJOS""",BORIS
5,LEONARD,MUÑOZ,MUÑOZ,E.I.R.L.,,,
75091,CONSULTORA,E,INGENIERIA,INAGRO,LTDA.,2025-07-24,
75092,DALUM,SPA,2025-07-24,,,,
75093,AQUAE,VITAE,SPA,2025-07-24,,,
75094,MBJ,ASCENSORES,SPA,2025-07-24,,,
75095,CONSTRUCTORA,RUMBLE,STRIP,CHILE,SPA,2025-07-24,
