Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9
INVERSIONES,LUPORSI,LIMITADA,2025-07-24,,,,,
75287,EVENTOS,30&40,SPA,2025-07-24,,,,
75288,MANTENCIÓN,INDUSTRIAL,Y,CONSTRUCCIÓN,CARSO,SPA,2025-07-24,
75289,PROLUX,INGENIERÍA,Y,SERVICIOS,ELÉCTRICOS,LIMITADA,2025-07-24,
75290,CONSTRUCTORA,SOTO,CAMPOS,SPA,2025-07-24,,,
75291,BASIF,INGENERARIA,SPA,2025-07-24,,,,
75292,INVERSIONES,FILLIPPI,&,MORA,SPA,2025-07-24,,
75293,MARCELO,FRONZA,Y,CIA,LTDA,2025-07-24,,
75294,ING.,Y,SERV.,ENERGÉTICOS,JUAN,VARGAS,E.I.R.L.,2025-07-24
75295,TECNOMASTER,SPA,2025-07-24,,,,,
75296,FANTASIA.,SPA,2025-07-24,,,,,
75297,BYW,CONSULTING,SPA,2025-07-24,,,,
