Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.390.071-K,"SERVICIOS,",BRENDA,VACCA,LOPEZ,E.I.R.L.,2025-07-24,
SOC.DE,PRESTACIONES,MEDICAS,"ALBAN,",,,,
71682,76.373.750-0,2025-07-24,,,,,
MINUCHE,Y,COMPANIA,LIMITADA,,,,
71683,77.645.112-6,COMERCIAL,ANDALIEN,SPA,2025-07-24,,
71684,77.946.554-3,S&C,SPA,2025-07-24,,,
71685,77.390.418-9,MUEBLES,A,MEDIDA,CYJ,SPA,2025-07-24
71686,76.374.013-7,Olivares,y,Palma,Ingenieria,Ltda,2025-07-24
71687,77.353.967-7,MOLCO,SPA,2025-07-24,,,
71688,77.946.778-3,TRANSPORTES,MORE,SPA,2025-07-24,,
71689,76.744.735-3,FERRETERIA,ALTERMATT,SPA,2025-07-24,,
71690,76.941.784-2,ONFIRE,PRODUCCIONES,SPA,2025-07-24,,
71691,77.645.128-2,VOVÓ,PANTERA,SPA,2025-07-24,,
71692,77.946.783-K,SOCIEDAD,B&K,SERVICE,LIMITADA,2025-07-24,
