Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
80711,PATRICIO,AURELIO,,,,,
NEUROPSIA,CENTRO,DE,,,,,
80712,77.800.457-7,2025-07-24,,,,,
CLÍNICA,Y,PSICOTERAPIA,,,,,
80713,76.805.758-3,ICC,INGENIERIA,SPA,2025-07-24,,
80714,77.879.977-4,2025-07-24,,,,,
80715,77.248.341-4,2025-07-24,,,,,
LAS,AMERICAS,SPA,,,,,
80716,77.801.598-6,2025-07-24,,,,,
80717,77.773.538-1,2025-07-24,,,,,
80718,77.880.571-5,2025-07-24,,,,,
80719,77.960.027-0,2025-07-24,,,,,
80720,77.773.605-1,TOPOGRÁFICA,Y,2025-07-24,,,
80721,77.865.028-2,SEGURIDAD,R,Y,R,SPA,2025-07-24
