Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
56475,IMPRENTA,TORRES,DEL,,,
56476,76.827.302-2,RD,SOLUTIONS,SPA,2025-07-24,
56477,77.040.775-3,SERVICIOS,2025-07-24,,,
56478,78.155.560-6,MOVIMIENTOS,DE,TIERRA,2025-07-24,
SOC,CONSTR,Y,COM,,,
56479,76.770.970-6,2025-07-24,,,,
56480,78.414.400-3,2025-07-24,,,,
56481,76.828.270-6,2025-07-24,,,,
FERRER,COLLAO,SPA,,,,
56482,77.041.448-2,2025-07-24,,,,
56483,77.360.633-1,2025-07-24,,,,
56484,78.426.150-6,EXPORTADORA,FRAME,2025-07-24,,
56485,4.893.561-3,2025-07-24,,,,
