Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
55766,SERVICIO,TÉCNICO,JUAN,,,,
Paula,Burgos,Labrin,SoulColor,E.I.,,,
55767,76.745.521-6,2025-07-24,,,,,
55768,76.778.393-0,DIGIMASTER,SPA,2025-07-24,,,
55769,77.988.179-2,MGV,GROUP,SPA,2025-07-24,,
55770,76.703.557-8,ACOT,SYSTEMS,SPA,2025-07-24,,
SOCIEDAD,COMERCIAL,Y,OBRAS,,,,
55771,77.015.503-7,2025-07-24,,,,,
MENORES,DE,CONSTRUCCION,,,,,
55772,78.137.352-4,INVERSIONES,BARROVIEJO,SPA,2025-07-24,,
55773,76.726.197-7,BOTLAB,SPA,2025-07-24,,,
55774,76.194.498-3,Apro,Chile,Online,Store,Spa,2025-07-24
CARROMET,REMOLQUES,Y,,,,,
55775,76.778.982-3,ENGANCHES,JORGE,CASTRO,2025-07-24,,
55776,77.989.724-9,FYS,INVERSIONES,SPA,2025-07-24,,
55777,76.788.509-1,INVERSIONES,ANDALUE,SPA,2025-07-24,,
