Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
76.937.419-1,VIVENCIAS,TRAVEL,SPA,2025-07-24,,,
71991,77.470.703-4,KING,NOISE,STUDIO,SPA,2025-07-24,
SERVICIOS,LOGISTICOS,NATALIA,ALEJANDRA,,,,
71992,77.958.411-9,2025-07-24,,,,,
BOBADILLA,QUIROZ,E.I.R.L.,,,,,
SOC,COMERCIAL,E,INDUSTRIAL,UBERLINDA,,,
71993,77.656.230-0,2025-07-24,,,,,
OVANDO,E,HIJOS,LTDA,,,,
71994,77.377.347-5,CONSTRUCTORA,MUS,LIMITADA,2025-07-24,,
71995,76.762.541-3,COMERCIAL,COBALTO,SPA,2025-07-24,,
TOPOGRAFÍA,JUAN,GREGORIO,NAHUELCURA,,,,
71996,76.385.278-4,2025-07-24,,,,,
TRASPORTES,DE,PASAJEROS,PATRICIO,,,,
71997,77.959.434-3,2025-07-24,,,,,
MELLADO,BASTÍAS,E.I.R.L.,,,,,
COMERCIAL,Y,DISTRIBUIDORA,ARTICULOS,DE,,,
71998,77.506.664-4,2025-07-24,,,,,
SEGURIDAD,Y,ASEO,VIPA,SPA,,,
OBRAS,DE,INGENIERIA,MILLALEF,Y,GOMEZ,,
71999,77.482.086-8,2025-07-24,,,,,
72000,77.411.873-K,SERVICIOS,DE,JARDINERÍA,RAM,SPA,2025-07-24
