Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
96.808.510-7,PESCA,CHILE,S.A.,2025-07-24,,
99191,96.809.220-0,TRADCORP,S,A,2025-07-24,
99192,78.102.717-0,HL,SPA,2025-07-24,,
REPUESTOS,Y,ACCESORIOS,,,,
99193,78.103.657-9,LUBRICANTES,Y,MECÁNICA,EN,2025-07-24
GENERAL,J,Y,M,SPA,,
99194,78.103.899-7,ALARCÓN,&,VENEGAS,SPA,2025-07-24
99195,96.815.490-7,TEAM,GRAFF,S,A,2025-07-24
99196,78.103.996-9,AGRICOLA,CONSTRUCCION,Y,2025-07-24,
FARMACIAS,MM,Y,H,SPA,,
SISTEMA,MAESTRO,DE,GESTIÓN,,,
99197,78.104.603-5,2025-07-24,,,,
99198,78.106.527-7,D&H,ASOCIADOS,SPA,2025-07-24,
99199,78.106.548-K,AMBULANCIAS,DKS,SPA,2025-07-24,
99200,78.106.562-5,TECHDROID,SPA,2025-07-24,,
