Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
106986,CHILE,LEAK,DETECTION,,,,
106987,96.993.250-4,ASERCOM,CHILE,S,A,2025-07-24,
106988,96.994.000-0,MISION,S.A.,2025-07-24,,,
106989,96.994.080-9,TONIBER,2025-07-24,,,,
106990,99.017.000-2,2025-07-24,,,,,
AGUAS,PATAGONIA,DE,,,,,
106991,99.501.280-4,2025-07-24,,,,,
AYSEN,S,A,,,,,
106992,99.523.840-3,Cibergroup,Soporte,S.A.,2025-07-24,,
JUAN,Y,SERGIO,VAZQUEZ,,,,
106993,99.536.200-7,2025-07-24,,,,,
106994,99.537.670-9,2025-07-24,,,,,
DEL,MAULE,S,A,,,,
106995,99.541.370-1,L,GAI,CHILE,S,A,2025-07-24
LA,ZONA,MARKETING,,,,,
106996,99.544.030-K,2025-07-24,,,,,
CINECOLOR,FILMS,CHILE,,,,,
106997,99.557.160-9,2025-07-24,,,,,
