Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
67811,MAR,DE,LOBOS,,,
67812,76.765.082-5,2025-07-24,,,,
67813,76.518.964-0,Adity,SpA,2025-07-24,,
67814,96.930.550-K,2025-07-24,,,,
DISTRIBUTION,S,A,,,,
67815,76.195.496-2,2025-07-24,,,,
67816,77.190.297-9,2025-07-24,,,,
67817,77.463.591-2,2025-07-24,,,,
MARCELO,ROJAS,BARRIA,,,,
FABRICA,DE,MASAS,EL,,,
67818,77.797.759-8,2025-07-24,,,,
67819,77.180.663-5,CLOUDENERGY,SPA,2025-07-24,,
67820,77.799.744-0,2025-07-24,,,,
WLD,LOGISTICA,Y,,,,
67821,76.766.209-2,2025-07-24,,,,
