Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
INVERSIONES,INKAWASI,SPA,2025-07-24,,,,
75049,SERVICIOS,PROFESIONALES,DE,SALUD,SPA,2025-07-24,
75050,INVERSIONES,ECO,STAR,SPA,2025-07-24,,
75051,RNR,SPA,2025-07-24,,,,
75052,ILUMINA,COMUNICACIONES,SPA,2025-07-24,,,
75053,M,Y,T,OPERADOR,TURISTICO,SPA.,2025-07-24
75054,PREVENSSO,ASESORÍAS,Y,PREVENCIÓN,CONSULTORES,SPA,2025-07-24
75055,ELECTRILUM,J.R,SPA,2025-07-24,,,
75056,SOCIEDAD,COMERCIAL,THAYCRIS,SPA,2025-07-24,,
75057,DE,ROCA,SPA,2025-07-24,,,
77.039.696-,ERICK,NUÑEZ,C.,"MUEBLES,",CONSTRUCCIONES,Y,
4,ESTRUCTURAS,E.I.R.L.,,,,,
75059,GRUPO,EGROM,SPA,2025-07-24,,,
