Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
51143,76.525.048-K,2025-07-24,,,,
51144,22.593.385-5,2025-07-24,,,,
51145,77.867.145-K,2025-07-24,,,,
51146,76.577.724-0,2025-07-24,,,,
51147,77.228.036-K,PROJAS,SPA,2025-07-24,,
51148,76.527.435-4,IDEAMBIENTE,SPA,2025-07-24,,
51149,76.563.563-2,2025-07-24,,,,
ARTE,Y,DISEÑO,CARLA,,,
51150,76.604.652-5,ARAVENA,DE,LA,BARRA,2025-07-24
IVO,FREDDY,VIDAL,,,,
51151,76.818.527-1,PANES,SERVICIOS,2025-07-24,,
GRAFICOS,Y,OTROS,,,,
