Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
67684,77.183.444-2,DEL,PILAR,TASSO,2025-07-24,,
67685,77.793.311-6,NUTRICION,&,PASION,2025-07-24,,
67686,96.885.920-K,BAIRD,&,ASSOCIATES,S,A,2025-07-24
67687,77.454.579-4,CONSTRUCTORA,2025-07-24,,,,
MANUEL,SANCHEZ,SPA,,,,,
SOCIEDAD,DE,SERVICIOS,,,,,
67688,77.173.582-7,DE,MONITOREO,VTRAXX,2025-07-24,,
67689,77.794.026-0,2025-07-24,,,,,
67690,76.760.317-7,2025-07-24,,,,,
IMC,TRANSPORTES,Y,,,,,
67691,76.192.036-7,2025-07-24,,,,,
67692,96.892.560-1,TEKNOS,CHILE,S,A,2025-07-24,
67693,77.185.168-1,2025-07-24,,,,,
