Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
104951,INGENIERIA,Y,MONTAJE,,,,
104952,77.475.259-5,GONZÁLEZ,ABOGADOS,2025-07-24,,,
104953,77.477.052-6,STCORP,SPA,2025-07-24,,,
104954,77.477.476-9,IFILTER,SPA,2025-07-24,,,
104955,77.477.806-3,M,SPORT,SPA,2025-07-24,,
104956,77.478.335-0,2025-07-24,,,,,
104957,77.478.785-2,2025-07-24,,,,,
104958,77.479.119-1,KUNA,FOODS,SPA,2025-07-24,,
104959,77.479.313-5,2025-07-24,,,,,
104960,77.479.701-7,ASEO,V,&,B,LIMITADA,2025-07-24
104961,77.479.705-K,HOSMODU,SPA,2025-07-24,,,
104962,77.480.458-7,RAMA,SPA,2025-07-24,,,
