Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.839.583-5,SUAGAR,SPA,2025-07-24,,,
ORGULLO,SUBLIME,MK5,,,,
80111,77.802.025-4,2025-07-24,,,,
80112,77.204.465-8,2025-07-24,,,,
SERVICIOS,MINEROS,Y,,,,
80113,77.839.756-0,OPERACIONES,YEYMA,2025-07-24,,
80114,77.841.144-K,RACKMETAL,SPA,2025-07-24,,
80115,77.939.441-7,EDVAL,SPA,2025-07-24,,
80116,77.775.619-2,2025-07-24,,,,
GESTIÓN,COMERCIAL,108,,,,
80117,77.789.542-7,2025-07-24,,,,
80118,77.841.233-0,TRANSPORTES,F&L,SPA,2025-07-24,
80119,77.939.556-1,VERNAL,PLUS,SPA,2025-07-24,
EVENTOS,LUIS,FELIPE,,,,
80120,77.803.072-1,2025-07-24,,,,
QUINTANILLA,CASTRO,E.I.,,,,
