Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.061.754-5,PG,CLIMATIZACION,SPA,2025-07-24,
62677,76.654.187-9,2025-07-24,,,
62678,96.581.710-7,2025-07-24,,,
MANANTIAL,S,A,,,
LUIS,CONCHA,E,HIJOS,,
62679,78.299.300-3,2025-07-24,,,
62680,76.261.927-K,2025-07-24,,,
DROGUERÍA,JUAN,PABLO,,,
62681,77.062.297-2,EMPRESA,INDIVIDUAL,DE,2025-07-24
62682,76.977.869-1,FUENTES,SPA,2025-07-24,
62683,77.586.514-8,2025-07-24,,,
62684,76.262.419-2,2025-07-24,,,
62685,77.062.187-9,FLOSARCORP,SPA,2025-07-24,
62686,76.978.347-4,FLUXICA,CHILE,SPA.,2025-07-24
