Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
69337,GATO,BOMBA,ESTUDIO,,
CYM,Ascensores,&,,,
69338,76.617.781-6,2025-07-24,,,
69339,77.551.598-8,2025-07-24,,,
69340,77.258.211-0,AGRO,PLANTAE,SPA,2025-07-24
69341,77.260.888-8,2025-07-24,,,
ANA,MARIA,ROSARIO,DE,,
69342,76.618.045-0,"FERNANDEZ,",SERVICIOS,2025-07-24,
69343,77.851.121-5,GO,SPA,2025-07-24,
POLARIS,INGENIERÍA,EN,,,
69344,77.381.934-3,INTEGRACIÓN,Y,2025-07-24,
69345,77.258.848-8,MUÑOZ,OLATE,LIMITADA,2025-07-24
69346,76.618.214-3,2025-07-24,,,
69347,77.552.589-4,PAISAJE,NATIVO,SPA,2025-07-24
