Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
95153,SERVICIOS,MEDICOS,LYN,,,,
95154,78.059.212-5,2025-07-24,,,,,
95155,78.059.351-2,2025-07-24,,,,,
95156,78.060.075-6,HORMITEC,SPA,2025-07-24,,,
95157,78.060.297-K,TRINITY,M,SPA,2025-07-24,,
95158,78.060.326-7,PROYECTOS,2025-07-24,,,,
95159,78.062.607-0,DUCONI,SPA,2025-07-24,,,
95160,78.063.086-8,L,Y,D,COFFEE'S,SPA,2025-07-24
95161,78.063.357-3,2025-07-24,,,,,
95162,78.063.366-2,JC,GEOSERVICIOS,SPA,2025-07-24,,
95163,78.064.002-2,2025-07-24,,,,,
95164,78.064.788-4,HERZENGEL,SPA,2025-07-24,,,
