Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
93243,INGENIERIA,Y,,,
CONSTRUCCION,JBJ,SPA,,,
CAPACITACIÓN,EN,EL,,,
AREA,DE,LA,SALUD,Y,
93244,77.457.036-5,PRESTACIONES,2025-07-24,,
93245,77.457.097-7,VESH,SPA,2025-07-24,
93246,77.505.738-6,2025-07-24,,,
93247,77.457.223-6,2025-07-24,,,
SERVIBYTE,CHILE,SPA,,,
93248,77.506.307-6,CONSTRUCTORA,2025-07-24,,
LIBERTAD,ING,SPA,,,
93249,77.458.462-5,INVERSIONES,CAJÓN,DEL,2025-07-24
93250,77.458.575-3,2025-07-24,,,
SOCIEDAD,DE,SERVICIOS,,,
93251,77.460.437-5,ECOLOGICOS,2025-07-24,,
PERUVIAN,CHEF,Y,,,
93252,77.461.014-6,2025-07-24,,,
