Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
96.523.630-9,IMPAC,S,A,2025-07-24,,,
91945,96.547.580-K,CEPECH,S,A,2025-07-24,,
91946,96.535.280-5,2025-07-24,,,,,
91947,96.554.640-5,DIALY,S.A.,CHACABUCO,2025-07-24,,
91948,9.080.048-5,2025-07-24,,,,,
91949,96.579.290-2,BOOKS,AND,BITS,S,A,2025-07-24
HOTEL,CORPORATION,OF,,,,,
91950,96.541.340-5,2025-07-24,,,,,
CHILE,S,A,,,,,
91951,96.586.710-4,2025-07-24,,,,,
Inversiones,Lyon,Plaza,S.,,,,
91952,96.544.240-5,2025-07-24,,,,,
91953,77.295.464-6,CONSTRUCCION,LUIS,2025-07-24,,,
SOTO,PINO,E.I.R.L.,,,,,
91954,77.326.098-2,CHILENERGIA,SPA,2025-07-24,,,
