Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
DE,"METAL,",RECTIFICADORA,,,
77.985.513-9,DE,MOTORES,Y,2025-07-24,
98684,77.985.897-9,AGRIDRONES,SPA,2025-07-24,
98685,77.986.357-3,LA,ORQUIDEA,SPA,2025-07-24
98686,77.987.942-9,QUICKPROJECTS,SPA,2025-07-24,
98687,77.989.473-8,IMAP,INGENIERIA,SPA,2025-07-24
SERVICIOS,DE,TRANSPORTE,,,
98688,77.989.852-0,2025-07-24,,,
E,INGENIRIA,LIMITADA,,,
98689,77.990.654-K,2025-07-24,,,
98690,77.991.079-2,ECOSEB,SPA,2025-07-24,
98691,77.991.166-7,IGNACIO,RODRIGUEZ,2025-07-24,
98692,77.991.465-8,PICTUS,SPA,2025-07-24,
