Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
65.171.041-3,EDUCACIONAL,2025-07-24,,,,,
59873,76.141.541-7,Trans,Rent,Spa,2025-07-24,,
59874,76.384.471-4,OLIVOS,Y,CIA.,LIMITADA,2025-07-24,
59875,76.931.267-6,TRANSPORTES,SAV,SPA,2025-07-24,,
59876,78.104.997-2,2025-07-24,,,,,
59877,77.487.815-7,DE,PIZZAS,Y,TABLAS,SPA,2025-07-24
59878,76.142.161-1,2025-07-24,,,,,
59879,76.964.705-8,Y,DENTALES,PUNTA,2025-07-24,,
59880,76.908.276-K,2025-07-24,,,,,
59881,76.931.615-9,AGOS,SOLUCIONES,SPA,2025-07-24,,
59882,8.777.663-8,2025-07-24,,,,,
