Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.097.468-2,GRAFICA,PRAGGA,SPA,2025-07-24,,,
SOCIEDAD,DE,"PUB,",RESTAURANT,Y,,,
58477,76.485.873-5,2025-07-24,,,,,
HOSPEDAJE,MADISON,LIMITADA,,,,,
COMERCIAL,CHRIS,GIORGIO,MOTOR,,,,
58478,77.439.872-4,2025-07-24,,,,,
58479,77.097.814-9,GESTION,LOGISTICA,INTEGRAL,SPA,2025-07-24,
RIESCO,Y,RIVERA,ARQUITECTOS,,,,
58480,76.081.365-6,2025-07-24,,,,,
58481,76.883.080-0,Zeta,Impresores,E.I.R.L.,2025-07-24,,
SERVICIO,INTEGRAL,DE,BIENESTAR,,,,
58482,76.821.538-3,Y,BELLEZA,SARA,OLIVARES,POIRIER,2025-07-24
IMPORTADORA,Y,EXPORTADORA,,,,,
58483,76.327.019-K,2025-07-24,,,,,
AGROAGROPECUARIA,AMC,TRADING,,,,,
INVERSIONES,CONVOCADORA,RRPP,,,,,
58484,77.098.299-5,2025-07-24,,,,,
58485,76.081.634-5,INGELAND,SPA,2025-07-24,,,
58486,76.897.377-6,FARIÑA,Y,DÍAZ,INVERSIONES,SPA,2025-07-24
