Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.509.201-9,PSICOTERAPIA,TCS,2025-07-24,,,
CIA,SEGURIDAD,CIENCIA,,,,
103245,76.510.352-5,APLICADA,EN,2025-07-24,,
103246,76.510.420-3,Punto,Ticket,S.A.,2025-07-24,
103247,76.510.440-8,2025-07-24,,,,
103248,76.513.138-3,comercial,delta,spa,2025-07-24,
Tecnologia,Ingetel,Chile,,,,
103249,76.514.672-0,2025-07-24,,,,
103250,76.515.251-8,2025-07-24,,,,
HERNAN,DIAZ,VERA,EIRL,,,
103251,76.516.698-5,ZAMBRA,ROBLEDO,2025-07-24,,
COMUNICACIONES,Y,PU,,,,
103252,76.516.895-3,SET,Ingeniería,SPA,2025-07-24,
103253,76.517.083-4,QUIMAV,SpA,2025-07-24,,
103254,76.517.982-3,LIDERAZGO,SPA,2025-07-24,,
