Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
81865,INVERSIONES,BIANCLAU,,,,,
81866,77.323.427-2,MUNDO,ANIMAL,SPA,2025-07-24,,
81867,77.872.412-K,EDUARDO,GARCIA,2025-07-24,,,
81868,77.871.333-0,AEGOS,SPA,2025-07-24,,,
81869,77.856.805-5,2025-07-24,,,,,
81870,77.872.478-2,LUNA,Y,ESTRELLA,SPA,2025-07-24,
PARABRISAS,ANA,Y,,,,,
81871,77.913.021-5,2025-07-24,,,,,
81872,96.662.020-K,CLINICA,LOS,ANDES,S,A,2025-07-24
DOS,R,CONSULTORES,,,,,
81873,77.923.966-7,2025-07-24,,,,,
81874,77.857.085-8,2025-07-24,,,,,
SERGIO,SONIS,Y,,,,,
81875,77.872.690-4,2025-07-24,,,,,
