Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
65906,ORIONDATA,INTERNACIONAL,,,,,
65907,77.193.884-1,CONTROLDOC,SPA,2025-07-24,,,
65908,76.682.284-3,TODO,ASEO,PUCON,SPA,2025-07-24,
DEBAR,ASESORÍAS,EN,,,,,
GESTIÓN,AMBIENTAL,Y,,,,,
65909,77.092.150-3,2025-07-24,,,,,
PROYECTOS,DE,INGENIERÍA,,,,,
ARTÍCULOS,DE,ASEO,,,,,
65910,77.095.492-4,2025-07-24,,,,,
65911,77.172.628-3,2025-07-24,,,,,
SERVICIO,EN,MAQUINARIAS,Y,,,,
65912,76.120.203-0,EQUIPOS,AUTOMOTRICES,2025-07-24,,,
65913,77.096.353-2,VORU,SPA,2025-07-24,,,
65914,77.383.911-5,J,Y,M,INGENIERIA,SPA,2025-07-24
65915,76.120.786-5,VESALIUS,PHARMA,S.A.,2025-07-24,,
65916,77.719.571-9,GRANT,SPA,2025-07-24,,,
