Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9,Campo_10,Campo_11
76.899.000-K,CAPACITACION,ROTEKAP,LIMITADA,2025-07-24,,,,,,
71037,76.340.773-K,SAHID,TECHNOLOGY,SPA,2025-07-24,,,,,
71038,76.906.179-7,CONSTRUCTORA,OBRALEON,LIMITADA,2025-07-24,,,,,
71039,77.322.204-5,HDM,SERVICIO,TECNICO,SPA,2025-07-24,,,,
71040,77.416.234-8,CONSTRUCTORA,MOLLULCO,SPA,2025-07-24,,,,,
71041,77.332.369-0,CONSTRUCTORA,P,Y,G,LIMITADA,2025-07-24,,,
71042,77.354.949-4,GENERA,GESTION,AMBIENTAL,SPA,2025-07-24,,,,
71043,76.906.459-1,Intelligence,ST,SpA,2025-07-24,,,,,
71044,77.920.464-2,ESTUDIO,WHITE,LIMITADA,2025-07-24,,,,,
JHS,EMPRESA,DE,OBRAS,"CIVILES,",ARRIENDO,DE,,,,
71045,77.471.559-2,MAQ,Y,EQUIPOS,MEDICINALES,Y,PARA,LA,GRAN,2025-07-24
71046,77.355.154-5,SERVICIOS,JGH,SPA,2025-07-24,,,,,
71047,77.436.778-0,SOCIEDAD,GASTRONOMICA,M,&,M,SPA,2025-07-24,,
