Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.097.774-4,VOLTFIX,SPA,2025-07-24,,,,
99155,78.097.899-6,EXO,TRADING,&,SERVICE,SPA,2025-07-24
99156,96.697.710-8,PROCESOS,SANITARIOS,S,P,A,2025-07-24
99157,78.098.001-K,SUPEREVENTOS,SPA,2025-07-24,,,
99158,78.098.038-9,DAKAR,BANQUETERIA,SPA,2025-07-24,,
99159,96.702.710-3,FERRETERIA,J,GARACHENA,S,A,2025-07-24
99160,78.098.077-K,2025-07-24,,,,,
EMPRESA,EL,MERCURIO,DE,,,,
99161,96.705.640-5,2025-07-24,,,,,
VALPARAISO,S,A,P,,,,
TRANSPORTES,BUSES,OJEDA,E,,,,
99162,78.099.688-9,2025-07-24,,,,,
99163,96.716.330-9,UNITED,AMERICAN,S,A,2025-07-24,
99164,96.719.620-7,ADT,SECURITY,SERVICES,S,A,2025-07-24
99165,78.099.726-5,KINSA,PARTNER,SPA,2025-07-24,,
