Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
68984,VIVERO,PRIMAVERA,,,,,
68985,77.355.826-4,TODOPEDAL,SPA,2025-07-24,,,
68986,77.215.624-3,G,Y,G,SERVICIOS,SPA,2025-07-24
68987,77.838.556-2,SSTEK,SPA,2025-07-24,,,
68988,77.305.553-K,COMERCIALIZADORA,2025-07-24,,,,
68989,76.586.344-9,SAN,ALBERTO,SPA,2025-07-24,,
68990,76.252.666-2,Comercial,Trappe,Limitada,2025-07-24,,
68991,77.840.592-K,CONNECT,SPA,2025-07-24,,,
68992,77.245.917-3,MAILAN,GROUP,SPA,2025-07-24,,
68993,77.242.340-3,Barinco,Ltda,2025-07-24,,,
68994,77.306.465-2,FLICKER,INGENIERÍA,SPA,2025-07-24,,
