Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
95707,BIFROST,DATA,&,,,
CONSULTING,CHILE,SPA,,,,
95708,78.910.670-3,Cordillera,Trading,Co.,Ltd,2025-07-24
95709,77.843.027-4,2025-07-24,,,,
95710,77.843.405-9,2025-07-24,,,,
SERVICIOS,FELLAY,Y,,,,
95711,78.911.500-1,2025-07-24,,,,
95712,77.843.648-5,2025-07-24,,,,
95713,78.913.930-K,2025-07-24,,,,
95714,77.843.812-7,MANROJ,SPA,2025-07-24,,
95715,78.918.770-3,2025-07-24,,,,
INGENIERIA,Y,MONTAJES,,,,
95716,77.843.985-9,2025-07-24,,,,
DEL,CARMEN,SPA,,,,
DE,LA,O,CONSULTING,,,
95717,78.926.980-7,2025-07-24,,,,
95718,78.933.270-3,2025-07-24,,,,
