Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
58617,distribuidora,comercial,y,transportes,
HECTOR,ANDRES,SALAZAR,,,
"CABRERA,",SERVICIOS,DE,,,
58618,76.831.694-5,"CONSTRUCCIÓN,",EMPRESA,2025-07-24,
INDIVIDUAL,DE,RESPONSABILIDAD,,,
KOCH,INGENIERIA,Y,CONSTRUCCION,,
58619,76.826.890-8,2025-07-24,,,
58620,76.089.030-8,CONSTRUCTORA,COPEQUEN,LTDA,2025-07-24
58621,77.442.299-4,FGK,INVERSIONES,SPA,2025-07-24
58622,78.071.448-4,ETNNOVE,SPA,2025-07-24,
COMERCIO,LUIS,DANIEL,LIZAMA,,
58623,76.831.718-6,2025-07-24,,,
SOCIEDAD,CONSTRUCTORA,DE,,,
58624,76.327.821-2,2025-07-24,,,
OBRAS,VIALES,SPA,,,
58625,79.899.590-1,P.P.I.-Chile.,Seguridad,Limitada,2025-07-24
ESTRATEGIAS,EN,MARKETING,Y,,
58626,78.072.257-6,2025-07-24,,,
PROMOCIONES,NOVA,LIMITADA,,,
58627,76.903.018-2,2025-07-24,,,
