Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
105432,SOC,COMERCIAL,EL,,,,
CAFETERÍA,JOSÉ,MIGUEL,,,,,
105433,77.734.037-9,2025-07-24,,,,,
COMERCIAL,SOLIS,Y,,,,,
105434,77.734.325-4,2025-07-24,,,,,
105435,77.734.726-8,2025-07-24,,,,,
SOCIEDAD,COMERCIAL,Y,,,,,
105436,77.734.832-9,TRANSPORTES,ALON,2025-07-24,,,
105437,77.735.362-4,TERRA,SERVICIOS,SPA,2025-07-24,,
105438,77.736.226-7,MUD,MEDIA,SPA,2025-07-24,,
105439,77.736.295-K,CENTRO,INDIGO,SPA,2025-07-24,,
105440,77.737.642-K,HYDRO,QUALITY,SPA,2025-07-24,,
105441,77.737.729-9,R,D,M,SERVICIOS,SPA,2025-07-24
"LIBRERIA,",PAQUETERIA,Y,,,,,
105442,77.738.254-3,2025-07-24,,,,,
DEL,RIO,LIMITADA,,,,,
