Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.748.468-0,IMPORTADORA,MGT,2025-07-24,,,,
93983,77.748.741-8,CONSTRUCCION,ERBAU,2025-07-24,,,
93984,77.749.245-4,INFORMATICOS,HAZLO,2025-07-24,,,
93985,77.749.264-0,IONICTEC,SPA,2025-07-24,,,
CORSAL,INGENIERIA,Y,,,,,
93986,77.749.702-2,2025-07-24,,,,,
93987,77.750.516-5,2025-07-24,,,,,
93988,77.751.530-6,INGENIERIA,ARKO,2025-07-24,,,
93989,77.751.689-2,2025-07-24,,,,,
93990,77.751.779-1,RENT,A,CAR,L&J,SPA,2025-07-24
93991,77.751.983-2,NACER,EN,EL,VALLE,SPA,2025-07-24
93992,77.752.019-9,2025-07-24,,,,,
